Question,Answer,File,URL
When does a policy take effect at SFU?,"A policy takes effect at SFU when it is approved by the Board of Governors. If the policy is related to an academic matter, it must also be approved by the Senate.",0_1_1_20,https://www.sfu.ca/policies.html
Where can approved policies be accessed on the SFU website?,Approved policies can be accessed on SFU's Policy Gazette.,0_1_1_20,https://www.sfu.ca/policies.html
How can I broaden my skill set to address a student's uncomfortable behavior?,"- Consultation with a school counselor
- In-service training on behavior management techniques
- Workshops on dealing with challenging student behaviors",0_1_1_21,https://www.sfu.ca/students/studentsupport/behaviours/uncomfortable.html
"What resources and supports are available to help me deal with a student's behavior that is not distressed, disruptive, disturbing, or dangerous?","- Consultation
- In-service training",0_1_1_21,https://www.sfu.ca/students/studentsupport/behaviours/uncomfortable.html
"How can consultation or in-service training from platforms like Facebook, Twitter, and YouTube help me handle a student's behavior effectively?","1. Broaden your skill set
2. Gain situation-specific examples and strategies
3. Access resources and supports for handling student behavior effectively",0_1_1_21,https://www.sfu.ca/students/studentsupport/behaviours/uncomfortable.html
How can I connect with a distressed student who is not being disruptive?,"- Listen to the student
- Offer referrals to relevant support services",0_1_1_22,https://www.sfu.ca/students/studentsupport/behaviours/distressed.html
What are some ways to listen to a student in distress?,"1. Connect with the student
2. Offer referrals to relevant support services",0_1_1_22,https://www.sfu.ca/students/studentsupport/behaviours/distressed.html
What types of support services can I refer a distressed student to?,"- Counseling services
- Mental health services
- Academic support services
- Student wellness center
- Crisis hotlines",0_1_1_22,https://www.sfu.ca/students/studentsupport/behaviours/distressed.html
How can I determine the appropriate referrals for a situation-specific distress?,"Connect with the student to listen and offer referrals to relevant support services. Referrals could include counseling services, mental health resources, student support services, or crisis intervention services.",0_1_1_22,https://www.sfu.ca/students/studentsupport/behaviours/distressed.html
What are some signs that a student may be distressed but not disruptive?,"- Student appears distressed in word, appearance, or action
- Student is not being disruptive",0_1_1_22,https://www.sfu.ca/students/studentsupport/behaviours/distressed.html
What are examples of disruptive behavior by a student?,"- Yelling
- Refusing to follow directions
- Sending numerous repetitive emails or phone calls",0_1_1_23,https://www.sfu.ca/students/studentsupport/behaviours/disruptive.html
How should expectations for behavior and consequences be clearly identified to a student?,- Clearly identify expectations for behavior and consequences without an audience or tell them to leave the office/classroom.,0_1_1_23,https://www.sfu.ca/students/studentsupport/behaviours/disruptive.html
What should be done if a student continues to exhibit disruptive behavior after a discussion?,Report behaviour to Student Conduct Office and/or Campus Public Safety.,0_1_1_23,https://www.sfu.ca/students/studentsupport/behaviours/disruptive.html
Who should disruptive behavior be reported to if it continues after discussion?,Student Conduct Office and/or Campus Public Safety,0_1_1_23,https://www.sfu.ca/students/studentsupport/behaviours/disruptive.html
What are examples of disturbing behavior exhibited by a student?,"- Aggression not directed at specific people
- Destruction or damage to property
- Indirect aggressive words or actions
- Fascination with violence by words or action",0_1_1_24,https://www.sfu.ca/students/studentsupport/behaviours/disturbing.html
Who should I consult with if I encounter a student exhibiting disturbing behavior?,"Consult with: Campus Security

Report behavior to: Campus Security's non-emergency number (778-782-7991)",0_1_1_24,https://www.sfu.ca/students/studentsupport/behaviours/disturbing.html
What is Campus Security's non-emergency number?,778-782-7991,0_1_1_24,https://www.sfu.ca/students/studentsupport/behaviours/disturbing.html
How will Campus Security respond to reports of disturbing behavior?,"Campus Security will respond, investigate, and work with other SFU offices for follow-up.",0_1_1_24,https://www.sfu.ca/students/studentsupport/behaviours/disturbing.html
What other SFU offices may be involved in follow-up actions regarding disturbing student behavior?,"- Campus Security
- Other SFU Offices",0_1_1_24,https://www.sfu.ca/students/studentsupport/behaviours/disturbing.html
What should a student do if they have a history of violence or fear of harm from someone?,"- Call Campus Security Emergency
- Contact the Campus Public Safety
- Contact the Human Rights Office if harassment is based on human rights grounds",0_1_1_25,https://www.sfu.ca/students/studentsupport/behaviours/potential-danger.html
How should a student handle persistent harassment or unwanted contact?,"- Call Campus Security Emergency or the Campus Public Safety
- Contact the Human Rights Office at 778.782.4446 if harassment is based on human rights grounds",0_1_1_25,https://www.sfu.ca/students/studentsupport/behaviours/potential-danger.html
Who should a student contact in case of emergency related to safety or harassment on campus?,"- Campus Security Emergency
- Campus Public Safety
- Human Rights Office at 778.782.4446",0_1_1_25,https://www.sfu.ca/students/studentsupport/behaviours/potential-danger.html
When should a student contact the Human Rights Office in cases of harassment based on human rights grounds?,- If harassment or unwanted contact is based on human rights grounds,0_1_1_25,https://www.sfu.ca/students/studentsupport/behaviours/potential-danger.html
What are the values associated with academic integrity according to the text?,"Honesty, trust, fairness, respect, responsibility, and courage.",0_1_1_3,https://www.sfu.ca/students/enrolment-services/academic-integrity.html
What is the responsibility of students in relation to scholarly activities?,"Students have the responsibility to uphold academic integrity by completing assignments and exams themselves, acknowledging the work of others through accurate citation, seeking guidance and clarification from instructors, and avoiding using tools or services that confer an unfair advantage.",0_1_1_3,https://www.sfu.ca/students/enrolment-services/academic-integrity.html
How can students seek guidance and clarification regarding academic integrity?,"- Seek guidance and clarification from instructors and study support staff in the library
- Avoid using tools or services that confer an unfair academic advantage",0_1_1_3,https://www.sfu.ca/students/enrolment-services/academic-integrity.html
